src,ref,hyp
"Since then, China's economic size has grown by 90 times.",由嗰時起，中國嘅經濟規模增長咗九十倍。,自從那時起，中國的經濟規模已經增長了90倍。
"For the first time, last year China exported more cars than Germany and surpassed the United States as the biggest market for this industry.",舊年，中國首次出口多過德國嘅汽車數量，並超越美國成為全球最大嘅汽車市場。,頭次，去年中國汽車出口比德國多，並超越美國，成為該行業最大市場。
China's GDP could be larger than the United States within two decades.,中國嘅GDP可能會喺二十年內超越美國。,而中國的國內生產總值可能在二十之內超過美國。
"Tropical Storm Danielle, fourth named storm of the 2010 Atlantic hurricane season, has formed in the eastern Atlantic Ocean.",熱帶風暴丹妮爾喺大西洋東部形成，係2010年大西洋颶風季第四個獲命名嘅風暴。,東北大西洋上形成，係2010年大西洋颱風季嘅第四個命名風暴丹妮爾。
"The storm, located approximately 3,000 miles from Miami, Florida, has maximum sustained winds of 40 mph (64 kph).",呢場風暴位於距離佛羅里達州邁阿密大約3000英里嘅位置，最大持續風速達到每小時40英里（64公里）。,"該風暴位於佛羅里達州邁阿密約3,000英里外，最大持續風速為40英里/小時（64公里/小時）。"
Scientists at the National Hurricane Center predict that Danielle will strengthen to a hurricane by Wednesday.,美國國家颶風中心嘅科學家預測，丹妮爾會喺星期三前增強成為颶風。,國家颶風中心科學家預測，丹妮爾將在周三增強為颶風。
"As the storm is far from landfall, it remains difficult to assess potential impact to the United States or Caribbean.",由於風暴距離登陸地點仍然很遠，目前仍難以評估佢對美國或加勒比地區可能造成嘅影響。,喺颱風遠離陸地，仍然難以評估對美國或加勒比地區嘅潛在影響。
"Born in the Croatian capital, Zagreb, Bobek gained fame while playing for Partizan Belgrade.",博貝克出生於克羅地亞首都薩格勒布，效力貝爾格萊德游擊隊期間開始成名。,喺克羅地亞首都薩格勒布出生，Bobek喺效力Partizan Belgrade期間成名。
He joined them in 1945 and stayed until 1958.,佢喺1945年加入球隊，一直效力到1958年。,佢喺1945年加入佢哋，並喺1958年離開。
"During his time with the team, he scored 403 goals in 468 appearances.",效力球隊期間，佢出場468次，攻入403球。,喺佢喺隊裏面嘅時間裏面，佢喺468次出場入面得返403個入波。
No one else has ever made more appearances or scored more goals for the club than Bobek.,從未有其他球員喺呢間球會嘅出場次數或入球數超越博貝克。,冇人其他人都冇喺呢間會隊出過咁多次或者射咗咁多波過嘅 Bobek。
In 1995 he was voted the best player in Partizan's history.,1995年，佢獲選為游擊隊歷史上最佳球員。,1995年，他被投票选为帕尔马队历史上最佳球员。
The celebrations started with a special show by the world-renowned group Cirque du Soleil.,慶祝活動由世界聞名嘅太陽馬戲團帶來嘅特別表演揭開序幕。,慶祝活動由世界知名團體「藝術雲」舉行一場特別演出開始。
"It was followed by the Istanbul State Symphony Orchestra, a Janissary band, and the singers Fatih Erkoç and Müslüm Gürses.",之後登場嘅有伊斯坦堡國家交響樂團、土耳其禁衛軍樂隊，以及歌手Fatih Erkoç同Müslüm Gürses。,由伊斯坦堡國家交響樂團、一隊喬納斯樂隊，以及歌手法提赫·厄科克和穆斯盧姆·居爾塞斯跟隨著。
Then Whirling Dervishes took to the stage.,接住，旋轉托缽僧登上舞台表演。,然後旋轉的苦行僧走上舞台。
Turkish diva Sezen Aksu performed with the Italian tenor Alessandro Safina and Greek singer Haris Alexiou.,土耳其天后Sezen Aksu與意大利男高音Alessandro Safina及希臘歌手Haris Alexiou一同演出。,土耳其女歌手Seezen Aksu與義大利男高音Alessandro Safina及希臘歌手Haris Alexiou合作演出。
"To finish, Turkish dance group Fire of Anatolia performed the show ""Troy"".",最後，土耳其舞蹈團Fire of Anatolia表演《特洛伊》作為壓軸。,完成後，土耳其舞蹈團體Anatolia之火表演了「特洛伊」這場演出。
"Peter Lenz, a 13-year-old motorcycle racer, has died after being involved in a crash at the Indianapolis Motor Speedway.",13歲電單車賽車手彼得·倫茨喺印第安納波利斯賽車場發生撞車事故後死亡。,"Peter Lenz, 一個13歲的摩托車賽車手，在印第安納波利斯賽道發生事故後去世。"
"While on his warm-up lap, Lenz fell off his bike, and was then struck by fellow racer Xavier Zayat.",倫茨進行熱身圈期間從電單車上跌落，之後被另一名車手Xavier Zayat撞到。,喺佢練習圈入面，林茲跌咗出喺佢嘅單車上面，然後俾同場賽手夏維爾·澤亞特擊中。
He was immediately attended to by the on-track medical staff and transported to a local hospital where he later died.,賽道上嘅醫護人員即時為佢提供救治，並將佢送往當地醫院，其後傷重不治。,佢即刻由場內醫療人員照顧並送咗去附近醫院，之後死咗。
Zayat was unhurt in the accident.,扎亞特喺呢宗意外中冇受傷。,Zayat冇受傷。
"Regarding the global financial situation, Zapatero continued by saying that ""the financial system is a part of the economy, a crucial part.",薩帕特羅談到全球金融形勢時繼續表示：「金融體系係經濟嘅一部分，而且係非常關鍵嘅一部分。」,喺關於全球金融形勢嘅問題上，薩帕特羅繼續講道：「金融系統係經濟嘅一部分，係一個關鍵嘅部分。
"We have a year-long financial crisis, which has had its most acute moment in the past two months, and I think now the financial markets are beginning to recover.""",我哋經歷緊一場已持續一年的金融危機，而過去兩個月係危機最嚴峻嘅時期。我認為金融市場而家開始逐漸復甦。」,我哋有一年嘅金融危機，喺過去兩個月達到最嚴重嘅時刻，我想而家金融市場開始恢復。
"Last week, Naked News announced that it would dramatically increase its international language mandate to news reporting, with three new broadcasts.",上星期，Naked News宣布會大幅擴展其國際語言新聞報道服務，並推出三個新嘅廣播節目。,上週，Naked News 宣布將大幅增加其國際語言任務至新聞報導，並有三個新的廣播。
"Already reporting in English and Japanese, the global organization is launching Spanish, Italian, and Korean-language programs, for television, the web, and mobile devices.",呢個全球性組織目前已經以英文同日文報道新聞，而家正為電視、網站同流動裝置推出西班牙文、意大利文同韓文節目。,已報告英文和日文，全球組織正推出西班牙語、意大利語和韓語語言計劃，供電視、網絡和移動設備使用。
"Luckily nothing happened to me, but I saw a macabre scene, as people tried to break windows in order to get out.",「好彩我冇事，不過我見到一幕令人毛骨悚然嘅場面，當時啲人試圖打破窗戶逃出去。」,幸運地，我沒有受到傷，但我看到一個恐怖的場景，因為人們試圖打破窗戶以便逃出。
"People were hitting the panes with chairs, but the windows were unbreakable.",啲人用椅撞擊玻璃，但啲窗戶點撞都打唔爛。,人哋用椅仔擊打玻璃窗，但玻璃窗唔會碎。
"One of the panes finally broke, and they started to get out by the window,"" said survivor Franciszek Kowal.",生還者Franciszek Kowal話：「最後有一塊玻璃碎咗，佢哋開始由窗戶爬出去。」,一個窗格最終斷裂了，他們開始從窗口逃出來，」倖存者弗蘭齊澤克·科瓦爾說。
Stars give off light and heat because of the energy made when hydrogen atoms are merged (or fused) together to form heavier elements.,恆星會發出光同熱，係因為氫原子融合（即係核聚變）形成較重元素時，會釋放出能量。,星星發出光和熱，是因為氫原子融合（或結合）成更重的元素時產生的能量。
Scientists are working to create a reactor that can make energy in the same way.,科學家正努力研發一種可以用同樣方式產生能量嘅反應堆。,科學家正致力於創造一個能夠以同樣方式產生能量的反應堆。
"This, however, is a very hard problem to solve and will take many years before we see useful fusion reactors built.",不過，呢個問題非常難解決，仲需要好多年時間先可以建造出實用嘅聚變反應堆。,呢個，不過，係一個好難解決嘅問題，等我哋見到有用嘅融合反應堆建成，要花好多年先。
The steel needle floats on top of the water because of surface tension.,鋼針可以浮喺水面上，係因為表面張力嘅作用。,鋼針浮在水面上是由於表面張力。
Surface tension happens because the water molecules at the surface of the water are strongly attracted to each other more than they are to the air molecules above them.,表面張力嘅形成係因為水面上嘅水分子之間互相吸引嘅力量，比佢哋同上方空氣分子之間嘅吸引力更強。,"表面張力係因為水面嘅水分子比起佢哋上面嘅空氣分子，對彼此嘅吸引力好強。
<|im_end|>"
The water molecules make an invisible skin on the water’s surface that allows things like the needle to float on top of the water.,水分子會喺水面形成一層睇唔見嘅薄膜，令鋼針等物體可以浮喺水面上。,水分子在水面形成一層看不見的薄膜，使像針這樣的東西可以浮在水面上。
"The blade on a modern ice skate has a double edge with a concave hollow between them. The two edges allow for a better grasp of the ice, even when tilted.",現代溜冰鞋嘅冰刀有兩條刀刃，中間有一道凹槽。兩條刀刃可以令溜冰鞋即使傾斜時，仍然更好咁抓住冰面。,現代冰鞋的刀刃有雙邊緣，之間有一個凹形中空。這兩條邊緣允許更好地抓著冰面，即使傾斜時也是如此。
"Because the bottom of the blade is slightly curved, as the blade tilts to one side or the other, the edge which is in contact with the ice also curves.",由於冰刀底部略微彎曲，當冰刀向左或向右傾斜時，接觸冰面嘅刀刃亦會跟住彎曲。,由於刀片底部略為彎曲，當刀片向一邊或另一邊傾斜時，與冰接觸的邊緣也會彎曲。
"This causes the skater to turn. If the skates tilt to the right, the skater turns right, if the skates tilt to the left, the skater turns left.",呢個情況會令溜冰者轉彎。如果溜冰鞋向右傾斜，溜冰者就會向右轉；如果溜冰鞋向左傾斜，溜冰者就會向左轉。,呢個令到溜冰者轉。如果溜冰鞋向右傾，溜冰者會右轉，如果溜冰鞋向左傾，溜冰者會左轉。
"To return to their previous energy level, they must get rid of the extra energy they got from the light.",為咗恢復到原本嘅能量水平，佢哋必須釋放由光所吸收嘅額外能量。,要回復到他們之前的能量水平，他們必須除掉從光中得到的額外能量。
"They do this by emitting a tiny particle of light called a ""photon"".",佢哋透過發射一種稱為「光子」嘅微小光粒子來做到呢一點。,佢哋呢，透過發射一嚿細粒光，叫做「光子」。
"Scientists call this process ""stimulated emission of radiation"" because the atoms are stimulated by the bright light, causing the emission of a photon of light, and light is a type of radiation.",科學家將呢個過程稱為「受激輻射發射」，因為原子受到強光刺激後會發射光子，而光本身亦係一種輻射形式。,科學家將此過程稱為「受激發射」，因為原子受到明亮光線的刺激，導致發射出一個光子，而光是一種輻射。
"The next picture shows the atoms emitting photons. Of course, in reality photons are a lot smaller than those in the picture.",下一張圖展示原子發射光子嘅過程。當然，現實中嘅光子細小得多，遠遠唔及圖中所顯示嘅大小。,下一張圖片顯示了原子發射光子。當然，在現實中，光子比圖片中的要小得多。
Photons are even smaller than the stuff that makes up atoms!,光子甚至比組成原子嘅物質更加細小！,"光子比構成原子的東西更細小！
<|im_end|>"
After hundreds of hours of operation the filament in the bulb eventually burns out and the light bulb no longer works.,經過數百個鐘頭運作後，燈泡內嘅燈絲最終會燒壞，燈泡亦會停止工作。,幾百小時運作後，燈泡裡的纖維最終燒壞了，燈泡就不再亮了。
The light bulb then needs replacing. It is necessary to be careful in replacing the light bulb.,之後就需要更換燈泡，而更換燈泡時必須小心。,電燈泡需要更換。更換電燈泡時必須小心。
"First, the switch for the light fixture needs to be turned off or the cable disconnected.",首先，要關閉燈具嘅開關，或者拔除電纜。,驚先，燈具的開關需要關掉，或者電纜需要斷開。
This is because electricity flowing into the socket where the metallic part of bulb sits can give you a severe electric shock if you touch the inside of the socket or the metal base of the bulb while it is still partly in the socket.,因為當燈泡嘅金屬部分仍然插喺插座內時，如果你觸碰插座內部或者燈泡金屬底座，流入插座嘅電流可能會令你受到嚴重電擊。,因為電流流進燈泡金屬部分所在的插座，如果你在燈泡仍部分在插座中時觸摸插座內部或燈泡的金屬底座，就會給你嚴重的電擊。
"The major organ of the circulatory system is the heart, which pumps the blood.",循環系統嘅主要器官係心臟，負責將血液泵送到全身。,心臟係循環系統嘅主要器官，將血液泵過去。
Blood goes away from the heart in tubes called arteries and comes back to the heart in tubes called veins. The smallest tubes are called capillaries.,血液經由稱為動脈嘅血管離開心臟，再經由稱為靜脈嘅血管流返去心臟。最細嘅血管叫做毛細血管。,血由稱為動脈的管子從心臟流出，再由稱為靜脈的管子流回心臟。最小的管子稱為毛細血管。
A triceratops' teeth would have been able to crush not only leaves but even very tough branches and roots.,三角龍嘅牙齒唔單止可以咬碎樹葉，甚至可以咬碎非常堅硬嘅樹枝同樹根。,一隻三角龍的牙齒可以壓碎不僅僅是葉子，甚至非常堅硬的枝條和根。
"Some scientists think Triceratops ate cycads, which are a type of plant that was common in the Cretaceous.",有啲科學家認為三角龍會食蘇鐵，而蘇鐵係白堊紀時期常見嘅一類植物。,有啲科學家認為三角龍食樹蘭，樹蘭係白堊紀時期嘅一種常見植物。
"These plants look like a small palm tree with a crown of sharp, spiky leaves.",呢啲植物外形似一棵細小嘅棕櫚樹，頂部長有一簇尖銳帶刺嘅葉。,呢啲植物似一株細樹叢，上面有啲鋒利的針狀葉子。
A Triceratops could have used its strong beak to strip off the leaves before eating the trunk.,三角龍可能會用佢強而有力嘅喙剝走葉子，然後先食樹幹。,一隻三角龍可以話用佢哋強勁嘅嘴喺食樹幹之前將葉子啲啲啄落嚟。
"Other scientists argue that these plants are very poisonous so it is unlikely that any dinosaur ate them, even though today the sloth and other animals like the parrot (a descendant of the dinosaurs) can eat poisonous leaves or fruit.",其他科學家認為呢啲植物含有劇毒，因此恐怕冇恐龍會食佢哋，雖然而家嘅樹懶以及鸚鵡等動物（鸚鵡係恐龍嘅後代）可以食用有毒嘅葉子或果實。,其他科學家認為這些植物非常有毒，所以不太可能有任何恐龍會吃它們，儘管現在樹懶和其他像鳥類（恐龍的後代）的動物可以吃有毒的葉子或水果。
"How would Io's gravity pull on me? If you stood on the surface of Io, you would weigh less than you do on Earth.",木衛一嘅重力會對我產生點樣嘅拉力？如果你企喺木衛一表面，你嘅重量會比喺地球上輕。,幾時會影響我？如果你站在木衛一表面，你會比在地球上輕。
"A person who weighs 200 pounds (90kg) on Earth would weigh about 36 pounds (16kg) on Io. So the gravity, of course, pulls less on you.",一個喺地球上重200磅（90公斤）嘅人，喺木衛一上面大約只重36磅（16公斤）。所以，木衛一嘅重力對你嘅拉力自然較弱。,一個在地球上有200磅（90公斤）重的人，在木卫一上會重約36磅（16公斤）。所以，當然，重力的拉力會較小。
"The Sun doesn't have a crust like the Earth that you can stand on. The whole Sun is made out of gases, fire, and plasma.",太陽唔似地球咁有一層可以企立嘅地殼，整個太陽都由氣體、等離子體同高溫物質組成。,太陽冇有像地球咁可以企喺上面嘅地殼。整個太陽都係由氣體、火同等離子組成嘅。
The gas becomes thinner as you go farther from the center of the Sun.,距離太陽中心越遠，氣體就會變得越稀薄。,"氣體越離太陽中心遠就越稀薄。
<|im_end|>"
"The outer-part we see when we look at the Sun is called the photosphere, which means ""ball of light"".",我哋望太陽時見到嘅外層部分稱為「光球層」，意思係「光之球體」。,當我們望向太陽時，所看到的表面稱為光球，意思是「光球」。
"About three thousand years later, in 1610, Italian astronomer Galileo Galilei used a telescope to observe that Venus has phases, just as the moon does.",大約三千年後，即1610年，意大利天文學家伽利略·伽利萊利用望遠鏡觀察到金星同月球一樣具有盈虧變化。,約三千年前，在1610年，意大利天文學家伽利略·伽利略用望遠鏡觀察到金星也有相位，就像月亮一樣。
Phases happen because only the side of Venus (or of the Moon) facing the Sun is lighted. The phases of Venus supported the theory of Copernicus that the planets go around the Sun.,盈虧現象係因為金星（或月球）只有面向太陽嘅一面受到光照而形成。金星嘅盈虧現象支持咗哥白尼提出嘅行星繞太陽運行理論。,相位出現係因為淨係金星（或者月球）面向太陽嗰一邊先會被照到光。金星嘅相位支持哥白尼嘅理論，即係行星係繞太陽公轉。
"Then, a few years later in 1639, an English astronomer named Jeremiah Horrocks observed a transit of Venus.",幾年後嘅1639年，英國天文學家傑里邁亞·霍羅克斯觀測到一次金星凌日現象。,然後，幾年後在1639年，一位英國天文學家名叫Jeremiah Horrocks觀察到一次金星凌日。
England had experienced a long period of peace after the reconquest of the Danelaw.,英格蘭喺重新征服丹麥法區之後，經歷咗一段長時間嘅和平時期。,英國在丹麥法權收復後經歷了一段長期的和平時期。
However in 991 Ethelred was faced with a Viking fleet larger than any since Guthrum's a century earlier.,不過，喺991年，埃塞爾雷德面對一支規模比一個世紀前古特魯姆時期以來任何維京艦隊都更大嘅艦隊。,然而，在991年，埃塞尔雷德面对的维京舰队比一百年前古斯鲁姆的还要大。
"This fleet was led by Olaf Trygvasson, a Norwegian with ambitions to reclaim his country from Danish domination.",呢支艦隊由挪威人奧拉夫·特里格瓦森率領，佢希望從丹麥統治之下重新奪回自己嘅國家。,呢支艦隊由奧拉夫·特里格瓦森領導，一位挪威人，有志收復佔領他國的丹麥。
"After initial military setbacks, Ethelred was able to agree to terms with Olaf, who returned to Norway to try to gain his kingdom with mixed success.",經歷最初嘅軍事挫敗後，埃塞爾雷德成功同奧拉夫達成協議；奧拉夫之後返回挪威，試圖奪回自己嘅王國，但結果有成功亦有失敗。,初期軍事失敗後，亞瑟雷德成功與奧拉夫達成協議，奧拉夫返回挪威嘗試奪回王國，但成功與失敗交織。
Hangeul is the only purposely invented alphabet in popular daily use. The alphabet was invented in 1444 during the reign of King Sejong (1418 – 1450).,韓文（諺文）係唯一一種專門創造出嚟並且至今廣泛應用於日常生活嘅字母系統。呢套字母於1444年世宗大王（1418–1450年）統治期間被創造。,韓國文字係唯一一個專門發明嘅字母，喺日常廣泛使用。呢個字母喺1444年由國王世宗（1418 – 1450）在位期間發明。
King Sejong was the fourth king of the Joseon Dynasty and is one of the most highly regarded.,世宗大王係朝鮮王朝第四任國王，亦係朝鮮歷史上最受尊崇嘅君主之一。,成均館王世宗係朝鮮王朝嘅第四代君主，係最受尊敬嘅其中一位。
"He originally named the Hangeul alphabet Hunmin Jeongeum, which means ""the correct sounds for the instruction of the people"".",佢最初將諺文命名為「訓民正音」，意思係「教導人民嘅正確聲音」。,佢原本將韓文書寫系統命名為訓民正音，意思係「教化人民嘅正確聲音」。
There are many theories to how Sanskrit came into existence. One of them is about an Aryan migration from the west into India who brought their language with them.,關於梵語嘅起源有好多種理論，其中一種認為雅利安人由西方向印度遷徙時，帶埋佢哋嘅語言一同傳入。,有好多個理論關於梵文是如何誕生的。其中一個理論是關於亞利安人從西邊移民到印度，並帶著他們的語言過去。
Sanskrit is an ancient language and is comparable to the Latin language spoken in Europe.,梵語係一種古老語言，可以同歐洲嘅拉丁語相提並論。,吠陀係一種古老嘅語言，同歐洲講嘅拉丁語可以相比。
"The earliest known book in the world was written in Sanskrit. After the compilation of Upanishads, Sanskrit just faded due to hierarchy.",世界上已知最早嘅書籍係用梵語寫成。喺《奧義書》編纂完成後，梵語因為社會等級制度嘅影響而逐漸衰落。,最早已知的世界書籍是用梵文寫成的。在吠檀多經的編纂之後，梵文僅因階級制度而式微。
"Sanskrit is a very complex and rich language, which has served to be the source for many modern Indian languages, just like Latin is the source for European languages like French and Spanish.",梵語係一種非常複雜而豐富嘅語言，係好多現代印度語言嘅源頭，就好似拉丁語係法文、西班牙文等歐洲語言嘅來源一樣。,吠陀語係一種非常複雜又豐富嘅語言，作為好多現代印度語言嘅源頭，就好似拉丁語係法語同西班牙語等歐洲語言嘅源頭咁。
"With the battle for France over, Germany began to get ready to invade the island of Britain.",隨住法國戰役結束，德國開始準備入侵不列顛島。,法國之戰結束後，德國開始準備入侵英國島嶼。
"Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak.",德國將呢次攻擊命名為「海獅行動」。英國陸軍喺敦刻爾克撤退期間失去咗大部分重型武器同補給，因此軍隊相當薄弱。,德国将这次攻击代号定为“海狮行动”。当英国军队从敦刻尔克撤退时，大部分重型武器和补给都已损失，因此军队相当薄弱。
But the Royal Navy was still much stronger than the German Navy (“Kriegsmarine”) and could have destroyed any invasion fleet sent across the English Channel.,但皇家海軍仍然遠比德國海軍（Kriegsmarine）強大，足以摧毀任何穿越英吉利海峽嘅入侵艦隊。,不過，英國皇家海軍仍然遠比德國海軍（「戰爭海軍」）強大，可以摧毀任何從英吉利海峽遠征的艦隊。
"However, very few Royal Navy ships were based near the likely invasion routes as the admirals were afraid they would be sunk by German air attack.",不過，由於海軍將領擔心艦艇會被德國空襲擊沉，所以只有極少數皇家海軍艦艇駐紮喺可能嘅入侵航線附近。,然而，皇家海軍的船艦非常少駐紮在可能的入侵路線附近，因為海軍將領們擔心他們會被德國空襲擊沉。
"Let's start with an explanation about Italy's plans. Italy was mainly the ""little brother"" of Germany and Japan.",我哋先講解一下意大利嘅計劃。意大利主要係德國同日本嘅「小弟」。,意大利的計劃解釋開始。意大利主要是指德國和日本的「小兄弟」。
"It had a weaker army and a weaker navy, although they had just built four new ships right before the beginning of the war.",雖然意大利喺戰爭開始前剛剛建造咗四艘新軍艦，但佢嘅陸軍同海軍實力仍然較弱。,佢哋嘅陸軍同海軍都冇咁強，雖然喺戰爭開始之前，佢哋剛剛建成四艘新船。
"Italy's main goals were African countries. To capture those countries, they would need to have a troop launching pad, so as troops could sail across the Mediterranean Sea and invade Africa.",意大利嘅主要目標係非洲國家。為咗攻佔呢啲國家，佢哋需要一個軍隊出發基地，方便部隊橫渡地中海並入侵非洲。,意大利的主要目标是非洲国家。为了征服这些国家，他们需要有一个部队发射平台，以便部队可以横渡地中海并入侵非洲。
"For that, they had to get rid of British bases and ships in Egypt. Besides those actions, Italy's battleships were not supposed to do anything else.",為此，佢哋必須清除英國喺埃及嘅基地同艦艇。除咗呢啲行動之外，意大利嘅戰艦並冇計劃執行其他任務。,為此，他們必須徹底清除埃及的英國基地和船隻。除了那些行動之外，意大利的戰艦不應該做任何其他事情。
"Now for Japan. Japan was an island country, just like Britain.",而家講下日本。日本同英國一樣，都係一個島國。,日本係一個島國，就好似英國咁。
"Submarines are ships designed to travel underwater, and remain there for an extended amount of time.",潛艇係一種專門設計用嚟喺水下航行，並且可以長時間停留喺水中嘅船隻。,潛艦係為咗喺水下行船而設計嘅船，同時可以喺嗰度停留一段時間。
Submarines were used in World War I and World War II. Back then they were very slow and had a very limited shooting range.,潛艇喺第一次世界大戰同第二次世界大戰期間都有使用。當時嘅潛艇速度非常慢，而且攻擊射程十分有限。,魚雷艇喺第一次世界大戰同第二次世界大戰嗰陣都有用過。嗰陣佢哋速度好慢，射程都好有限。
"In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen.",戰爭初期，潛艇主要喺海面航行，但隨住雷達技術發展並變得更加精確，潛艇被迫潛入水下，以避免被發現。,喺戰爭初期，佢哋主要係喺海面行，但係隨住雷達開始發展並且越來越準確，潛艦俾迫住要潛入水底避開俾人睇見。
German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines.,德國潛艇被稱為U艇。德國人在操控同導航潛艇方面非常出色。,德國潛艦被稱為U艇。德國人非常擅長駕駛和操作他們的潛艦。
"Because of their success with submarines, after the war Germans aren't trusted to have many of them.",由於德國喺潛艇作戰方面取得巨大成功，戰後其他國家並唔信任德國擁有大量潛艇。,由於他們在潛艇方面的成功，戰後德國人並不被信任擁有很多潛艇。
"Yes! King Tutankhamun, sometimes referred to as ""King Tut"" or ""The Boy King"", is one of the most well known ancient Egyptian kings in modern times.",冇錯！圖坦卡門國王，有時亦被稱為「圖特王」或者「少年法老」，係現代最著名嘅古埃及國王之一。,係啊！金字塔王圖坦卡蒙，有時俾人叫做「金字塔王圖坦卡蒙」或者「細仔王」，係現代最出名嘅古埃及王之一。
