src,ref,hyp
官員表示，正式嘅周年紀念活動已安排喺稍後日期舉行。,"A formal anniversary event was scheduled for a later date, officials said.",Officials stated that the formal anniversary event has been scheduled for a later date.
呢對夫婦一年前喺德州結婚，之後嚟到水牛城同朋友及親戚一齊慶祝。,The couple had married in Texas one year ago and came to Buffalo to celebrate with friends and relatives.,The couple got married a year ago in Texas and then came to Buffalo to celebrate with friends and family.
呢名 30 歲嘅丈夫喺水牛城出生，係槍擊案中四名死者之一，而佢嘅妻子並冇受傷。,"The 30-year-old husband, who was born in Buffalo, was one of the four killed in the shooting, but his wife was not hurt.","The 30-year-old husband, who was born in Buffalo, is one of the four victims in the shooting incident, while his wife was not injured."
卡諾係一位知名但具爭議性嘅英文導師，曾喺 Modern Education 同 King's Glory 任教，佢聲稱自己喺事業巔峰時期擁有 9000 名學生。,"Karno is a well-known but controversial English tutor who taught under Modern Education and King's Glory who claimed to have 9,000 students at the peak of his career.","Kano is a well-known yet controversial English teacher, who previously taught at Modern Education and King's Glory, claiming to have had 9,000 students during the peak of his career."
佢喺筆記中使用咗一啲家長認為粗俗嘅用詞，亦有報道指佢喺課堂上使用粗言穢語。,"In his notes he used words which some parents considered coarse, and he reportedly used profanity in class.","He used some words considered vulgar by parents, and reports also claim he used offensive language in class."
Modern Education 指控佢未經授權喺巴士刊登大型廣告，並謊稱自己係首席英文導師。,Modern Education accused him of printing large advertisements on buses without authorisation and lying by saying that he was the chief English tutor.,Modern Education accused him of unauthorizedly placing a large advertisement on a bus and falsely claiming to be the head English teacher.
佢過去亦曾被指控侵犯版權，但最終冇被起訴。,"He has also been accused previously of copyright infringement, but was not charged.","He was previously accused of copyright infringement, but ultimately not prosecuted."
一名舊學生表示：「佢會喺課堂上使用俚語，喺筆記中教授約會技巧，而且就好似學生嘅朋友一樣。」,"A former student said that he 'used slang in class, taught dating skills in notes, and was just like the students' friend.'","A former student said: ""He uses slang in class, teaches dating tips in notes, and acts just like a student's friend."""
過去三十年來，雖然中國官方仍然維持共產主義國家體制，但已經發展出市場經濟。,"During the last three decades, despite officially remaining a communist state, China has developed a market economy.","Over the past three decades, although the Chinese government has maintained a communist system, it has developed a market economy."
第一次經濟改革係喺鄧小平領導下推行。,The first economic reforms were made under the leadership of Deng Xiaoping.,The first economic reform was carried out under the leadership of Deng Xiaoping.
由嗰時起，中國嘅經濟規模增長咗九十倍。,"Since then, China's economic size has grown by 90 times.","Since then, China's economic size has grown by ninety times."
舊年，中國首次出口多過德國嘅汽車數量，並超越美國成為全球最大嘅汽車市場。,"For the first time, last year China exported more cars than Germany and surpassed the United States as the biggest market for this industry.","Last year, China's auto exports surpassed those of Germany and overtook the United States to become the world's largest auto market."
中國嘅GDP可能會喺二十年內超越美國。,China's GDP could be larger than the United States within two decades.,China's GDP might overtake that of the United States within the next two decades.
熱帶風暴丹妮爾喺大西洋東部形成，係2010年大西洋颶風季第四個獲命名嘅風暴。,"Tropical Storm Danielle, fourth named storm of the 2010 Atlantic hurricane season, has formed in the eastern Atlantic Ocean.",Tropical Storm Danielle formed in the eastern Atlantic and was the fourth named storm of the 2010 Atlantic hurricane season.
呢場風暴位於距離佛羅里達州邁阿密大約3000英里嘅位置，最大持續風速達到每小時40英里（64公里）。,"The storm, located approximately 3,000 miles from Miami, Florida, has maximum sustained winds of 40 mph (64 kph).","The storm is located about 3,000 miles from Miami, Florida, with maximum sustained winds reaching 40 miles per hour (64 kilometers per hour)."
美國國家颶風中心嘅科學家預測，丹妮爾會喺星期三前增強成為颶風。,Scientists at the National Hurricane Center predict that Danielle will strengthen to a hurricane by Wednesday.,Scientists at the National Hurricane Center predict that Danielle will strengthen into a hurricane by Wednesday.
由於風暴距離登陸地點仍然很遠，目前仍難以評估佢對美國或加勒比地區可能造成嘅影響。,"As the storm is far from landfall, it remains difficult to assess potential impact to the United States or Caribbean.","Since the storm is still far from the landing site, its potential impact on the United States or the Caribbean region remains difficult to assess at this time."
博貝克出生於克羅地亞首都薩格勒布，效力貝爾格萊德游擊隊期間開始成名。,"Born in the Croatian capital, Zagreb, Bobek gained fame while playing for Partizan Belgrade.","Bobek was born in Zagreb, the capital of Croatia, and began gaining recognition while playing for Red Star Belgrade."
佢喺1945年加入球隊，一直效力到1958年。,He joined them in 1945 and stayed until 1958.,He joined the team in 1945 and played until 1958.
效力球隊期間，佢出場468次，攻入403球。,"During his time with the team, he scored 403 goals in 468 appearances.","During his time with the team, he played 468 matches and scored 403 goals."
從未有其他球員喺呢間球會嘅出場次數或入球數超越博貝克。,No one else has ever made more appearances or scored more goals for the club than Bobek.,No other player has surpassed Bobek in appearances or goals for this club.
1995年，佢獲選為游擊隊歷史上最佳球員。,In 1995 he was voted the best player in Partizan's history.,"In 1995, he was selected as the greatest player in the history of the guerrilla team."
慶祝活動由世界聞名嘅太陽馬戲團帶來嘅特別表演揭開序幕。,The celebrations started with a special show by the world-renowned group Cirque du Soleil.,The celebration kicks off with a special performance by the world-famous Cirque du Soleil.
之後登場嘅有伊斯坦堡國家交響樂團、土耳其禁衛軍樂隊，以及歌手Fatih Erkoç同Müslüm Gürses。,"It was followed by the Istanbul State Symphony Orchestra, a Janissary band, and the singers Fatih Erkoç and Müslüm Gürses.","Later appearing were the Istanbul State Symphony Orchestra, the Turkish Janissary Orchestra, and singers Fatih Erkoç and Müslüm Gürses."
接住，旋轉托缽僧登上舞台表演。,Then Whirling Dervishes took to the stage.,"Catch it, the rotating bowl-bearer ascends the stage to perform."
土耳其天后Sezen Aksu與意大利男高音Alessandro Safina及希臘歌手Haris Alexiou一同演出。,Turkish diva Sezen Aksu performed with the Italian tenor Alessandro Safina and Greek singer Haris Alexiou.,Turkish pop icon Sezen Aksu performed alongside Italian tenor Alessandro Safina and Greek singer Haris Alexiou.
最後，土耳其舞蹈團Fire of Anatolia表演《特洛伊》作為壓軸。,"To finish, Turkish dance group Fire of Anatolia performed the show ""Troy"".","Finally, the Turkish dance troupe Fire of Anatolia performed ""Troy"" as the closing act."
13歲電單車賽車手彼得·倫茨喺印第安納波利斯賽車場發生撞車事故後死亡。,"Peter Lenz, a 13-year-old motorcycle racer, has died after being involved in a crash at the Indianapolis Motor Speedway.","Peter Luntz, a 13-year-old motorcycle racer, died after a crash at the Indianapolis Raceway Park."
倫茨進行熱身圈期間從電單車上跌落，之後被另一名車手Xavier Zayat撞到。,"While on his warm-up lap, Lenz fell off his bike, and was then struck by fellow racer Xavier Zayat.","Lentz fell off his scooter during warm-up laps and was then hit by another rider, Xavier Zayat."
賽道上嘅醫護人員即時為佢提供救治，並將佢送往當地醫院，其後傷重不治。,He was immediately attended to by the on-track medical staff and transported to a local hospital where he later died.,"Medical personnel on the track provided immediate treatment and transported him to the local hospital, where he later died from his injuries."
扎亞特喺呢宗意外中冇受傷。,Zayat was unhurt in the accident.,Zayat was not injured in the accident.
薩帕特羅談到全球金融形勢時繼續表示：「金融體系係經濟嘅一部分，而且係非常關鍵嘅一部分。」,"Regarding the global financial situation, Zapatero continued by saying that ""the financial system is a part of the economy, a crucial part.","When speaking about the global financial situation, Sánchez continued: ""The financial system is part of the economy, and it is a very crucial part of it."""
我哋經歷緊一場已持續一年的金融危機，而過去兩個月係危機最嚴峻嘅時期。我認為金融市場而家開始逐漸復甦。」,"We have a year-long financial crisis, which has had its most acute moment in the past two months, and I think now the financial markets are beginning to recover.""","We have endured a financial crisis that has lasted for the past year, with the most severe phase occurring over the past two months. I believe the financial markets are now gradually recovering."
上星期，Naked News宣布會大幅擴展其國際語言新聞報道服務，並推出三個新嘅廣播節目。,"Last week, Naked News announced that it would dramatically increase its international language mandate to news reporting, with three new broadcasts.","Last week, Naked News announced a major expansion of its international language news reporting services, launching three new radio programs."
呢個全球性組織目前已經以英文同日文報道新聞，而家正為電視、網站同流動裝置推出西班牙文、意大利文同韓文節目。,"Already reporting in English and Japanese, the global organization is launching Spanish, Italian, and Korean-language programs, for television, the web, and mobile devices.","This global organization currently reports news in English and Japanese, and is now launching Spanish, Italian, and Korean programs for television, websites, and mobile devices."
「好彩我冇事，不過我見到一幕令人毛骨悚然嘅場面，當時啲人試圖打破窗戶逃出去。」,"Luckily nothing happened to me, but I saw a macabre scene, as people tried to break windows in order to get out.","""Thanks, I'm fine. But I saw a really creepy scene—people were trying to break the windows to escape."""
啲人用椅撞擊玻璃，但啲窗戶點撞都打唔爛。,"People were hitting the panes with chairs, but the windows were unbreakable.","People used chairs to hit the glass, but the windows couldn't be broken no matter how hard they hit."
生還者Franciszek Kowal話：「最後有一塊玻璃碎咗，佢哋開始由窗戶爬出去。」,"One of the panes finally broke, and they started to get out by the window,"" said survivor Franciszek Kowal.","Survivor Franciszek Kowal said: ""Finally, one piece of glass broke, and they started climbing out through the window."""
恆星會發出光同熱，係因為氫原子融合（即係核聚變）形成較重元素時，會釋放出能量。,Stars give off light and heat because of the energy made when hydrogen atoms are merged (or fused) together to form heavier elements.,"Stars emit light and heat because energy is released when hydrogen atoms fuse (i.e., nuclear fusion) to form heavier elements."
科學家正努力研發一種可以用同樣方式產生能量嘅反應堆。,Scientists are working to create a reactor that can make energy in the same way.,Scientists are working hard to develop a reactor that can produce energy in the same way.
不過，呢個問題非常難解決，仲需要好多年時間先可以建造出實用嘅聚變反應堆。,"This, however, is a very hard problem to solve and will take many years before we see useful fusion reactors built.","However, this problem is extremely difficult to solve and it will take many years before a practical fusion reactor can be built."
鋼針可以浮喺水面上，係因為表面張力嘅作用。,The steel needle floats on top of the water because of surface tension.,A steel needle can float on water due to the effect of surface tension.
表面張力嘅形成係因為水面上嘅水分子之間互相吸引嘅力量，比佢哋同上方空氣分子之間嘅吸引力更強。,Surface tension happens because the water molecules at the surface of the water are strongly attracted to each other more than they are to the air molecules above them.,The formation of surface tension is due to the attractive forces between water molecules on the surface being stronger than the forces between the water molecules and the air molecules above.
水分子會喺水面形成一層睇唔見嘅薄膜，令鋼針等物體可以浮喺水面上。,The water molecules make an invisible skin on the water’s surface that allows things like the needle to float on top of the water.,"Water molecules form a thin, invisible layer on the water surface, allowing objects like a steel needle to float on water."
現代溜冰鞋嘅冰刀有兩條刀刃，中間有一道凹槽。兩條刀刃可以令溜冰鞋即使傾斜時，仍然更好咁抓住冰面。,"The blade on a modern ice skate has a double edge with a concave hollow between them. The two edges allow for a better grasp of the ice, even when tilted.",Modern ice skates have two blades with a groove in between. The two blades allow the skates to grip the ice surface more effectively even when tilted.
由於冰刀底部略微彎曲，當冰刀向左或向右傾斜時，接觸冰面嘅刀刃亦會跟住彎曲。,"Because the bottom of the blade is slightly curved, as the blade tilts to one side or the other, the edge which is in contact with the ice also curves.","Because the base of the ice skate is slightly curved, the blade in contact with the ice surface will also bend when the skate tilts left or right."
呢個情況會令溜冰者轉彎。如果溜冰鞋向右傾斜，溜冰者就會向右轉；如果溜冰鞋向左傾斜，溜冰者就會向左轉。,"This causes the skater to turn. If the skates tilt to the right, the skater turns right, if the skates tilt to the left, the skater turns left.","This situation causes the skater to turn. If the skates are tilted to the right, the skater will turn right; if the skates are tilted to the left, the skater will turn left."
為咗恢復到原本嘅能量水平，佢哋必須釋放由光所吸收嘅額外能量。,"To return to their previous energy level, they must get rid of the extra energy they got from the light.","To restore their original energy levels, they must release the extra energy absorbed by light."
佢哋透過發射一種稱為「光子」嘅微小光粒子來做到呢一點。,"They do this by emitting a tiny particle of light called a ""photon"".",They achieve this by emitting tiny light particles called 'photons'.
科學家將呢個過程稱為「受激輻射發射」，因為原子受到強光刺激後會發射光子，而光本身亦係一種輻射形式。,"Scientists call this process ""stimulated emission of radiation"" because the atoms are stimulated by the bright light, causing the emission of a photon of light, and light is a type of radiation.","Scientists refer to this process as ""stimulated emission,"" because atoms emit photons when stimulated by intense light, and light itself is a form of radiation."
下一張圖展示原子發射光子嘅過程。當然，現實中嘅光子細小得多，遠遠唔及圖中所顯示嘅大小。,"The next picture shows the atoms emitting photons. Of course, in reality photons are a lot smaller than those in the picture.","The next diagram shows the process of an atom emitting a photon. Of course, real photons are much smaller than what is shown in the diagram."
光子甚至比組成原子嘅物質更加細小！,Photons are even smaller than the stuff that makes up atoms!,Photons are even smaller than the matter that makes up atoms!
經過數百個鐘頭運作後，燈泡內嘅燈絲最終會燒壞，燈泡亦會停止工作。,After hundreds of hours of operation the filament in the bulb eventually burns out and the light bulb no longer works.,"After hundreds of hours of operation, the filament inside the bulb will eventually burn out, and the bulb will stop working."
之後就需要更換燈泡，而更換燈泡時必須小心。,The light bulb then needs replacing. It is necessary to be careful in replacing the light bulb.,"Later, the bulb needs to be replaced, and care must be taken when replacing it."
首先，要關閉燈具嘅開關，或者拔除電纜。,"First, the switch for the light fixture needs to be turned off or the cable disconnected.","First, turn off the light switch or unplug the cable."
因為當燈泡嘅金屬部分仍然插喺插座內時，如果你觸碰插座內部或者燈泡金屬底座，流入插座嘅電流可能會令你受到嚴重電擊。,This is because electricity flowing into the socket where the metallic part of bulb sits can give you a severe electric shock if you touch the inside of the socket or the metal base of the bulb while it is still partly in the socket.,"Because if the metal part of the bulb is still inserted into the socket, touching the internal part of the socket or the metal base of the bulb could cause electric shock due to current flowing into your body."
循環系統嘅主要器官係心臟，負責將血液泵送到全身。,"The major organ of the circulatory system is the heart, which pumps the blood.","The main organ of the circulatory system is the heart, which pumps blood throughout the body."
血液經由稱為動脈嘅血管離開心臟，再經由稱為靜脈嘅血管流返去心臟。最細嘅血管叫做毛細血管。,Blood goes away from the heart in tubes called arteries and comes back to the heart in tubes called veins. The smallest tubes are called capillaries.,Blood travels from the heart through arteries and returns to the heart via veins. The smallest blood vessels are called capillaries.
三角龍嘅牙齒唔單止可以咬碎樹葉，甚至可以咬碎非常堅硬嘅樹枝同樹根。,A triceratops' teeth would have been able to crush not only leaves but even very tough branches and roots.,Triceratops' teeth can not only chew on leaves but can even bite through very hard branches and tree roots.
有啲科學家認為三角龍會食蘇鐵，而蘇鐵係白堊紀時期常見嘅一類植物。,"Some scientists think Triceratops ate cycads, which are a type of plant that was common in the Cretaceous.","Some scientists believe that triceratops ate cycads, which were a common type of plant during the Cretaceous period."
呢啲植物外形似一棵細小嘅棕櫚樹，頂部長有一簇尖銳帶刺嘅葉。,"These plants look like a small palm tree with a crown of sharp, spiky leaves.","These plants have a shape similar to a small palm tree, with a cluster of sharp, spiky leaves at the top."
三角龍可能會用佢強而有力嘅喙剝走葉子，然後先食樹幹。,A Triceratops could have used its strong beak to strip off the leaves before eating the trunk.,"Triceratops might use its strong beak to strip leaves off, then eat the trunks."
其他科學家認為呢啲植物含有劇毒，因此恐怕冇恐龍會食佢哋，雖然而家嘅樹懶以及鸚鵡等動物（鸚鵡係恐龍嘅後代）可以食用有毒嘅葉子或果實。,"Other scientists argue that these plants are very poisonous so it is unlikely that any dinosaur ate them, even though today the sloth and other animals like the parrot (a descendant of the dinosaurs) can eat poisonous leaves or fruit.","Other scientists believe these plants are highly toxic, so it's unlikely that dinosaurs ate them. However, animals such as sloths and parrots (which are descendants of dinosaurs) can eat toxic leaves or fruits."
木衛一嘅重力會對我產生點樣嘅拉力？如果你企喺木衛一表面，你嘅重量會比喺地球上輕。,"How would Io's gravity pull on me? If you stood on the surface of Io, you would weigh less than you do on Earth.","What gravitational pull would Europa exert on me? If you stood on Europa's surface, your weight would be less than it is on Earth."
一個喺地球上重200磅（90公斤）嘅人，喺木衛一上面大約只重36磅（16公斤）。所以，木衛一嘅重力對你嘅拉力自然較弱。,"A person who weighs 200 pounds (90kg) on Earth would weigh about 36 pounds (16kg) on Io. So the gravity, of course, pulls less on you.","A person weighing 200 pounds (90 kilograms) on Earth would weigh only about 36 pounds (16 kilograms) on Ganymede. Therefore, Ganymede's gravity exerts a weaker pull on you."
太陽唔似地球咁有一層可以企立嘅地殼，整個太陽都由氣體、等離子體同高溫物質組成。,"The Sun doesn't have a crust like the Earth that you can stand on. The whole Sun is made out of gases, fire, and plasma.","The Sun is unlike Earth, which has a solid crust; the entire Sun is composed of gases, plasma, and high-temperature substances."
距離太陽中心越遠，氣體就會變得越稀薄。,The gas becomes thinner as you go farther from the center of the Sun.,"The farther away from the sun's center, the thinner the gas becomes."
我哋望太陽時見到嘅外層部分稱為「光球層」，意思係「光之球體」。,"The outer-part we see when we look at the Sun is called the photosphere, which means ""ball of light"".","The outer part we see when looking at the sun is called the ""photosphere,"" which means ""sphere of light."""
大約三千年後，即1610年，意大利天文學家伽利略·伽利萊利用望遠鏡觀察到金星同月球一樣具有盈虧變化。,"About three thousand years later, in 1610, Italian astronomer Galileo Galilei used a telescope to observe that Venus has phases, just as the moon does.","About 3,000 years later, in 1610, the Italian astronomer Galileo Galilei observed that Venus, like the Moon, exhibited phases."
盈虧現象係因為金星（或月球）只有面向太陽嘅一面受到光照而形成。金星嘅盈虧現象支持咗哥白尼提出嘅行星繞太陽運行理論。,Phases happen because only the side of Venus (or of the Moon) facing the Sun is lighted. The phases of Venus supported the theory of Copernicus that the planets go around the Sun.,The phases of Venus (or the Moon) are caused by the fact that only the side of the planet facing the Sun is illuminated. The observation of Venus's phases supports Copernicus's theory that planets orbit the Sun.
幾年後嘅1639年，英國天文學家傑里邁亞·霍羅克斯觀測到一次金星凌日現象。,"Then, a few years later in 1639, an English astronomer named Jeremiah Horrocks observed a transit of Venus.","In 1639, after several years, the English astronomer Jeremiah Horrocks observed a transit of Venus."
英格蘭喺重新征服丹麥法區之後，經歷咗一段長時間嘅和平時期。,England had experienced a long period of peace after the reconquest of the Danelaw.,"After England regained control of the Danish-Frisian territories, it experienced a long period of peace."
不過，喺991年，埃塞爾雷德面對一支規模比一個世紀前古特魯姆時期以來任何維京艦隊都更大嘅艦隊。,However in 991 Ethelred was faced with a Viking fleet larger than any since Guthrum's a century earlier.,"However, in 991, Æthelred faced a fleet larger than any Viking fleet since the time of Guthrum a century earlier."
呢支艦隊由挪威人奧拉夫·特里格瓦森率領，佢希望從丹麥統治之下重新奪回自己嘅國家。,"This fleet was led by Olaf Trygvasson, a Norwegian with ambitions to reclaim his country from Danish domination.","The fleet was led by the Norwegian Olaf Trygvasson, who hoped to reclaim his country from Danish rule."
經歷最初嘅軍事挫敗後，埃塞爾雷德成功同奧拉夫達成協議；奧拉夫之後返回挪威，試圖奪回自己嘅王國，但結果有成功亦有失敗。,"After initial military setbacks, Ethelred was able to agree to terms with Olaf, who returned to Norway to try to gain his kingdom with mixed success.","After suffering their initial military defeat, Eadred successfully negotiated an agreement with Olaf; Olaf later returned to Norway, attempting to reclaim his kingdom, with both successes and failures."
韓文（諺文）係唯一一種專門創造出嚟並且至今廣泛應用於日常生活嘅字母系統。呢套字母於1444年世宗大王（1418–1450年）統治期間被創造。,Hangeul is the only purposely invented alphabet in popular daily use. The alphabet was invented in 1444 during the reign of King Sejong (1418 – 1450).,Hangul is the only alphabet specifically created and widely used in daily life to this day. This writing system was developed during the reign of King Sejong (1418–1450) in 1444.
世宗大王係朝鮮王朝第四任國王，亦係朝鮮歷史上最受尊崇嘅君主之一。,King Sejong was the fourth king of the Joseon Dynasty and is one of the most highly regarded.,King Sejong was the fourth king of the Joseon Dynasty and one of the most revered monarchs in Korean history.
佢最初將諺文命名為「訓民正音」，意思係「教導人民嘅正確聲音」。,"He originally named the Hangeul alphabet Hunmin Jeongeum, which means ""the correct sounds for the instruction of the people"".","He originally named the hangul ""Unminjeongun,"" which means ""correct sounds for educating the people."""
關於梵語嘅起源有好多種理論，其中一種認為雅利安人由西方向印度遷徙時，帶埋佢哋嘅語言一同傳入。,There are many theories to how Sanskrit came into existence. One of them is about an Aryan migration from the west into India who brought their language with them.,"There are many theories regarding the origin of Sanskrit, one of which suggests that the Aryans carried their language with them when they migrated from west to India."
梵語係一種古老語言，可以同歐洲嘅拉丁語相提並論。,Sanskrit is an ancient language and is comparable to the Latin language spoken in Europe.,Sanskrit is an ancient language that can be compared to European Latin.
世界上已知最早嘅書籍係用梵語寫成。喺《奧義書》編纂完成後，梵語因為社會等級制度嘅影響而逐漸衰落。,"The earliest known book in the world was written in Sanskrit. After the compilation of Upanishads, Sanskrit just faded due to hierarchy.","The world's earliest known books were written in Sanskrit. After the compilation of the Upanishads, Sanskrit gradually declined due to the influence of social hierarchies."
梵語係一種非常複雜而豐富嘅語言，係好多現代印度語言嘅源頭，就好似拉丁語係法文、西班牙文等歐洲語言嘅來源一樣。,"Sanskrit is a very complex and rich language, which has served to be the source for many modern Indian languages, just like Latin is the source for European languages like French and Spanish.","Sanskrit is a very complex and rich language, which serves as the origin of many modern Indian languages, just as Latin is the origin of European languages such as French and Spanish."
隨住法國戰役結束，德國開始準備入侵不列顛島。,"With the battle for France over, Germany began to get ready to invade the island of Britain.","Following the end of the Battle of France, Germany began preparing for an invasion of Britain."
德國將呢次攻擊命名為「海獅行動」。英國陸軍喺敦刻爾克撤退期間失去咗大部分重型武器同補給，因此軍隊相當薄弱。,"Germany code-named the attack “Operation Sealion”. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk, so the army was fairly weak.","Germany named this attack ""Operation Sealion."" During the Dunkirk evacuation, the British Army lost most of its heavy weapons and supplies, leaving the forces extremely weak."
但皇家海軍仍然遠比德國海軍（Kriegsmarine）強大，足以摧毀任何穿越英吉利海峽嘅入侵艦隊。,But the Royal Navy was still much stronger than the German Navy (“Kriegsmarine”) and could have destroyed any invasion fleet sent across the English Channel.,"But the Royal Navy was still far stronger than the German Navy (Kriegsmarine), powerful enough to destroy any invasion fleet crossing the English Channel."
不過，由於海軍將領擔心艦艇會被德國空襲擊沉，所以只有極少數皇家海軍艦艇駐紮喺可能嘅入侵航線附近。,"However, very few Royal Navy ships were based near the likely invasion routes as the admirals were afraid they would be sunk by German air attack.","However, due to naval officers' fears that ships would be bombed and sunk by German aircraft, only a small number of Royal Navy vessels were stationed near possible invasion routes."
我哋先講解一下意大利嘅計劃。意大利主要係德國同日本嘅「小弟」。,"Let's start with an explanation about Italy's plans. Italy was mainly the ""little brother"" of Germany and Japan.","Let's first explain Italy's plan. Italy is essentially Germany and Japan's ""little brother."""
雖然意大利喺戰爭開始前剛剛建造咗四艘新軍艦，但佢嘅陸軍同海軍實力仍然較弱。,"It had a weaker army and a weaker navy, although they had just built four new ships right before the beginning of the war.","Although Italy had just built four new warships before the war began, its army and navy remained relatively weak."
意大利嘅主要目標係非洲國家。為咗攻佔呢啲國家，佢哋需要一個軍隊出發基地，方便部隊橫渡地中海並入侵非洲。,"Italy's main goals were African countries. To capture those countries, they would need to have a troop launching pad, so as troops could sail across the Mediterranean Sea and invade Africa.","Italy's main objective is African nations. To occupy these countries, they need a military base of operations from which troops can cross the Mediterranean and invade Africa."
為此，佢哋必須清除英國喺埃及嘅基地同艦艇。除咗呢啲行動之外，意大利嘅戰艦並冇計劃執行其他任務。,"For that, they had to get rid of British bases and ships in Egypt. Besides those actions, Italy's battleships were not supposed to do anything else.","Therefore, they must eliminate the British bases and vessels in Egypt. Aside from these operations, Italy's battle fleet has no other planned missions."
而家講下日本。日本同英國一樣，都係一個島國。,"Now for Japan. Japan was an island country, just like Britain.","Now let's talk about Japan. Like the UK, Japan is also an island nation."
潛艇係一種專門設計用嚟喺水下航行，並且可以長時間停留喺水中嘅船隻。,"Submarines are ships designed to travel underwater, and remain there for an extended amount of time.",A submarine is a vessel specially designed for underwater navigation and capable of staying submerged for extended periods.
潛艇喺第一次世界大戰同第二次世界大戰期間都有使用。當時嘅潛艇速度非常慢，而且攻擊射程十分有限。,Submarines were used in World War I and World War II. Back then they were very slow and had a very limited shooting range.,"Submarines were used during both World War I and World War II. At that time, submarines had very slow speeds and extremely limited attack ranges."
戰爭初期，潛艇主要喺海面航行，但隨住雷達技術發展並變得更加精確，潛艇被迫潛入水下，以避免被發現。,"In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen.","In the early stages of the war, submarines mainly sailed on the surface, but as radar technology developed and became more accurate, submarines were forced to submerge underwater to avoid being detected."
德國潛艇被稱為U艇。德國人在操控同導航潛艇方面非常出色。,German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines.,German submarines are known as U-boats. The Germans are very skilled in operating and navigating submarines.
由於德國喺潛艇作戰方面取得巨大成功，戰後其他國家並唔信任德國擁有大量潛艇。,"Because of their success with submarines, after the war Germans aren't trusted to have many of them.","Due to Germany's significant success in submarine warfare, other countries did not trust Germany to have a large number of submarines after the war."
冇錯！圖坦卡門國王，有時亦被稱為「圖特王」或者「少年法老」，係現代最著名嘅古埃及國王之一。,"Yes! King Tutankhamun, sometimes referred to as ""King Tut"" or ""The Boy King"", is one of the most well known ancient Egyptian kings in modern times.","No mistake! King Tutankhamun, also known as ""King Tut"" or ""Young Pharaoh,"" is one of the most famous Egyptian pharaohs in modern times."
有趣嘅係，佢喺古代並唔被視為重要人物，而且大部分古代國王名錄都冇記載佢。,"Interestingly, he was not considered to be very important in ancient times and was not recorded on most ancient king lists.","Interesting is that he was not considered an important figure in ancient times, and most royal records from that era do not mention him."
不過，1922年佢嘅陵墓被發現後，令佢成為家喻戶曉嘅人物。雖然過去好多陵墓都曾經被盜，但呢座陵墓幾乎完全未受破壞。,"However, the discovery of his tomb in 1922 made him a celebrity. While many tombs of the past were robbed, this tomb was left virtually undisturbed.","However, after his tomb was discovered in 1922, he became a well-known figure. Although many tombs have been looted in the past, this tomb had almost been untouched."
