src,ref,hyp
"Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.",11 点 29 分左右，抗议人群向前行进至白厅，经过特拉法尔加广场、斯特兰德大街、奥德维奇、京士威，向霍尔本行进，保守党正在当地的 Grand Connaught Rooms 酒店举行春季论坛。,大约11点29分，抗议活动沿白金汉宫大道上行，经过特拉法加广场，沿斯特兰德大道，经过阿尔德维奇，然后沿金斯韦大道前往卡姆登，保守党正在大康诺特酒店举行春季论坛。
Nadal's head to head record against the Canadian is 7–2.,纳达尔（Nadal）与加拿大人的交手记录是 7-2。,纳达尔对阵加拿大的交手记录是7比2。
He recently lost against Raonic in the Brisbane Open.,不久前，他在布里斯班公开赛上败于拉奥尼奇。,他最近在布里斯班公开赛上输给了罗尼奇。
Nadal bagged 88% net points in the match winning 76 points in the first serve.,纳达尔（Nadal ）在比赛中把 88% 的净胜分收入囊中，在第一个发球局赢得 76 分。,纳达尔在比赛中以第一发赢得76分，获得了88%的净分。
"After the match, King of Clay said, ""I am just excited about being back in the final rounds of the most important events. I am here to try to win this.""",赛后，红土之王拉斐尔·纳达尔称：“我很开心重返能这项重大赛事的决赛，我会尽全力争取夺冠。”,赛后，红土之王表示：“我很激动能回到最重要的赛事决赛圈，我来这里就是为了争取赢下这个。”
"""Panama Papers"" is an umbrella term for roughly ten million documents from Panamanian law firm Mossack Fonseca, leaked to the press in spring 2016.","“巴拿马文件” 是巴拿马莫萨克·冯塞卡律师事务所 (Mossack Fonseca) 约 1,000 万份文件的总称，这些文件在 2016 年春季被爆料给媒体。",“巴拿马文件”是一个涵盖大约一千万份来自巴拿马律师事务所 Mossack Fonseca 的文件的统称，这些文件于2016年春季泄露给了媒体。
The documents showed fourteen banks helped wealthy clients hide billions of US dollars of wealth to avoid taxes and other regulations.,文件显示，十四家银行帮助富有的客户隐藏了数十亿美元的财富来逃避税收和其它监管。,文件显示十四家银行帮助富有的客户隐藏数十亿美元财富以逃避税收和其他法规。
British newspaper The Guardian suggested Deutsche Bank controlled roughly a third of the 1200 shell companies used to accomplish this.,英国《卫报》指出，在用于实现这一目标的 1200 家空壳公司中，德意志银行控制了大约三分之一。,英国报纸《卫报》建议德意志银行控制了用于完成此事的1200家空壳公司中约三分之一。
"There were protests worldwide, several criminal prosecutions, and the leaders of the governments of Iceland and Pakistan both resigned.",世界各地都发生了抗议活动，有几起刑事诉讼，冰岛和巴基斯坦政府的领导人都辞职了。,全球各地爆发抗议活动，发生多起刑事起诉，冰岛和巴基斯坦两国政府领导人双双辞职。
"Born in Hong Kong, Ma studied at New York University and Harvard Law School and once held an American permanent resident ""green card"".",马生于香港，曾就读于纽约大学和哈佛大学法学院，还一度持有美国永久居民身份证“绿卡”。,香港出生，马曾在纽约大学和哈佛法学院学习，并曾持有美国永久居民“绿卡”。
Hsieh implied during the election that Ma might flee the country during a time of crisis.,谢长廷在选举期间暗示，马英九在遇到危机时可能会逃离台湾。,谢在选举期间暗示马可能在危机时逃离该国。
Hsieh also argued that the photogenic Ma was more style than substance.,谢长廷还声称马英九虽然很上镜，但中看不中用。,谢也表示，漂亮又上镜的玛莎更注重外表而非内涵。
"Despite these accusations, Ma won handily on a platform advocating closer ties with the Chinese mainland.",尽管受到这些指责，马英九在一次演讲中主张与中国大陆建立更加紧密的联系，并轻松获胜。,尽管有这些指控，马在一个主张与中国大陆加强关系的平台上轻松获胜。
Today's Player of the Day is Alex Ovechkin of the Washington Capitals.,今日最佳选手是来自华盛顿首都队的亚历克斯·奥韦奇金。,今天的每日最佳球员是华盛顿首都队的阿列克谢·奥维琴科。
He had 2 goals and 2 assists in Washington's 5-3 win over the Atlanta Thrashers.,在华盛顿队以 5-3 的比分战胜亚特兰大鸫鸟队的比赛中，他贡献了 2 个进球和 2 次助攻。,他在华盛顿队以5比3战胜亚特兰大巫师队时，打入2球并有2次助攻。
Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom;,奥韦奇金（Ovechkin）当晚的第一个助攻，来自新秀尼克拉斯·贝克斯特伦 (Nicklas Backstrom) 的制胜一球;,奥维奇金当晚的首个助攻是为新秀尼克拉斯·巴克斯特姆打出的制胜球；
"his second goal of the night was his 60th of the season, becoming the first player to score 60 or more goals in a season since 1995-96, when Jaromir Jagr and Mario Lemieux each reached that milestone.",他当晚的第二个进球是他本赛季的第60个进球，成为自1995-96赛季以来首位在一个赛季中打进60个或更多进球的球员——在1995-96赛季，亚罗米尔·雅格和马里奥·拉缪都达到了这一里程碑。,他当晚的第二个进球是本赛季第60个，成为自1995-96赛季以来首位单赛季进球达到60个或以上的球员，当时贾里米·贾格尔和马里奥·莱米ieux都达到了这一里程碑。
Batten was ranked 190th on the 2008 400 Richest Americans list with an estimated fortune of $2.3 billion.,巴滕位列 2008 年全美最富有 400 人榜单第 190 位，预计其财富达到约 23 亿美元。,班顿在2008年美国400富豪榜上排名第190位，估计财富为23亿美元。
He graduated from the College of Arts & Sciences of the University of Virginia in 1950 and was a significant donor to that institution.,他在 1950 年毕业于弗吉尼亚大学艺术与科学学院，并且是该校的重要捐赠者。,他1950年毕业于弗吉尼亚大学文理学院，是该机构的重大捐赠者。
Iraq's Abu Ghraib prison has been set alight during a riot.,伊拉克的阿布格莱布监狱在一次暴乱中着火。,伊拉克的阿布格莱布监狱在骚乱中被点燃。
The jail became notorious after prisoner abuse was discovered there after US forces took over.,美军接管后，该监狱发现了虐囚事件，自此变得声名狼藉。,美国军队接管后，该监狱因被发现存在囚犯虐待行为而声名狼藉。
"Piquet Jr. crashed in the 2008 Singapore Grand Prix just after an early pit stop for Fernando Alonso, bringing out the safety car.",在 2008 年新加坡大奖赛上，费尔南多·阿隆索提前进站后，小皮奎特发生撞车，迫使安全车出场。,皮奎特小在2008年新加坡大奖赛中，在为费尔南多·阿隆索进行早期进站维修后不久发生了碰撞，导致安全车出动。
"As the cars ahead of Alonso went in for fuel under the safety car, he moved up the pack to take victory.",当位于阿隆索前面的赛车在安全车的引领下进行加油时，他趁机抢先，最终赢得了胜利。,当阿隆索前方的车辆在安全车带领下进站加油时，他超越群车夺取了胜利。
Piquet Jr. was sacked after the 2009 Hungarian Grand Prix.,小皮奎特在 2009 年匈牙利大奖赛之后被解雇。,皮奎特小在2009年匈牙利大奖赛后被解雇了。
"At exactly 8:46 a.m. a hush fell across the city, marking the exact moment the first jet struck its target.",正值上午 8 点 46 分，整座城市陷入了寂静，标示了第一架飞机撞上目标的确切时间。,清晨8点46分，整个城市陷入寂静，标志着第一架飞机击中目标的精确时刻。
Two beams of light have been rigged up to point skywards overnight.,两束光被临时造出，彻夜指向天空。,两束光线昨晚已经架设好指向天空了。
"Construction is ongoing for five new skyscrapers at the site, with a transportation center and memorial park in the middle.",该地点正在建设五座新摩天大楼，中间有一个交通中心和纪念公园。,五个新摩天大楼正在该工地建设，中间有一个交通中心和纪念公园。
"The PBS show has more than two-dozen Emmy awards, and its run is shorter only than Sesame Street and Mister Rogers' Neighborhood.",PBS 电视台的这个节目荣获二十多项艾美奖，其播出历史仅次于《芝麻街》和《罗杰斯先生的左邻右舍》。,PBS这个节目获得了二十多个艾美奖，它的播放时长仅次于《芝麻街》和《罗杰先生邻居》节目。
Each episode of the show would focus on a theme in a specific book and then explore that theme through multiple stories.,每集节目都会聚焦于特定图书中的某个主题，并通过多个故事对该主题展开探索活动。,每集节目将围绕特定书籍中的一个主题展开，并通过多个故事来探讨这个主题。
Each show would also provide recommendations for books that children should look for when they went to their library.,每期节目还会向孩子们提供建议，向推荐他们在去图书馆时应当查阅的书籍。,每个节目还会推荐孩子们去图书馆时应该找的书籍。
"John Grant, from WNED Buffalo (Reading Rainbow's home station) said ""Reading Rainbow taught kids why to read,... the love of reading — [the show] encouraged kids to pick up a book and to read.""",来自水牛城 WNED 电台（“阅读彩虹”节目的主电台）的约翰·格兰特 (John Grant) 说：“阅读彩虹教会了孩子们为什么要阅读，……还有对阅读的热爱——（该节目）鼓励孩子们拿起书来潜心阅读。”,约翰·格兰特表示：“《阅读彩虹》教会孩子们为什么要读书，培养他们对阅读的热爱——这个节目鼓励孩子们拿起书本去阅读。”
"It is believed by some, including John Grant, that both the funding crunch and a shift in the philosophy of educational television programming contributed to ending the series.",约翰·格兰特等人认为，该节目之所以停播，是因为资金短缺，以及教育节目制作理念发生了转变。,有人认为，包括约翰·格兰特在内，资金紧张和教育电视节目理念的转变共同导致了该系列的终结。
"The storm, situated about 645 miles (1040 km) west of the Cape Verde islands, is likely to dissipate before threatening any land areas, forecasters say.",预报员称，这场位于佛得角群岛以西 645 英里（1040 公里）的风暴可能在对陆地地区造成威胁之前就会自行消散。,风暴位于佛得角群岛以西约645英里（1040公里），据气象预报员说，它可能不会威胁到任何陆地地区就会消散。
Fred currently has winds of 105 miles per hour (165 km/h) and is moving towards the northwest.,“弗雷德”目前正以每小时 105 英里（每小时 165 公里）的风速向西北方向移动。,弗雷德目前风速为每小时105英里（165公里），正朝西北方向移动。
"Fred is the strongest tropical cyclone ever recorded so far south and east in the Atlantic since the advent of satellite imagery, and only the third major hurricane on record east of 35°W.",“弗雷德”是卫星图像问世以来，在大西洋南部和东部记录到的最强热带气旋，也是有记录以来西经 35° 以东地区的第三大飓风。,弗雷德是自卫星图像出现以来，在大西洋记录到的最强烈的台风，也是最东边35°W以东记录到的第三场大飓风。
"On September 24, 1759, Arthur Guinness signed a 9,000 year lease for the St James' Gate Brewery in Dublin, Ireland.",1759 年 9 月 24 日，阿瑟·吉尼斯在爱尔兰都柏林为圣詹姆斯之门啤酒厂签署了一份 9000 年的租约。,1759年9月24日，亚瑟· Guinness在爱尔兰都柏林签署了圣詹姆斯门啤酒厂的9000年租约。
"250 years later, Guinness has grown to a global business that turns over 10 billion euros (US$14.7 billion) every year.",250 年后，健力士已经成长为年营业额 100 亿欧元（147亿美元）的全球性企业。,二百五十年后，健力士已发展成为年营业额达一百亿欧元（约合一百四十七亿美元）的全球性企业。
"Jonny Reid, co-driver for the A1GP New Zealand team, today made history by driving the fastest over the 48-year-old Auckland Harbour Bridge, New Zealand, legally.",今天，A1GP 新西兰队副驾驶约翰·里德 (Jonny Reid) 在合法驾驶的情况下，成为在有 48 年历史的新西兰奥克兰海港大桥上行驶最快的人，从而创造了历史。,约翰尼·里德作为新西兰A1GP车队副驾驶，今天以合法方式驾驶，创下了48岁新西兰奥克兰海港大桥最快纪录。
"Mr Reid managed to drive the New Zealand's A1GP car, Black Beauty at speeds over 160km/h seven times over the bridge.",瑞德先生最终驾驶新西兰 A1GP 汽车“黑美人”，以超过 160 千米每小时的速度七次穿过桥梁。,里德先生成功在桥上七次驾驶新西兰A1GP赛车“黑美”，时速超过160公里。
"The New Zealand police had trouble using their speed radar guns to see how fast Mr Reid was going because of how low Black Beauty is, and the only time the police managed to clock Mr Reid was when he slowed down to 160km/h.",由于“黑美人”的底盘过低，新西兰警方没法用测速雷达枪来检测里德先生的车速。警方唯一一次成功检测到里德先生的车速，是在他将车速降到 160 公里/小时的时候。,新西兰警方因黑贝太矮，用测速雷达枪测里德先生开得多快时出了问题，而警方唯一成功测到里德先生速度的时刻，是他减速到160公里每小时的时候。
"In the last 3 months, over 80 arrestees were released from the Central Booking facility without being formally charged.",在过去的 3 个月里，超过 80 名被捕者在没有被正式起诉的情况下从中央拘留所释放。,过去三个月里，有超过80名被拘留者在中央预审中心未经正式指控就获释了。
"In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner.",今年 4 月，格林法官针对该机构颁布了一项临时禁令，强制释放那些被关押 24 小时以上，却没有得到法庭专员听证的人。,今年四月， Glynn 法官对设施发布了临时禁令，以强制释放那些在接收后超过24小时且未获得法院专员听证的人。
"The commissioner sets bail, if granted, and formalizes the charges filed by the arresting officer. The charges are then entered into the state's computer system where the case is tracked.",如果获得批准，法庭专员即可设定保释金，并最终确定执行逮捕的警员提出的指控。这些指控随后会录入该州的计算机系统，以便在其中对案件进行追踪。,局长设定保释金，若获批准，则正式确认逮捕官员提出的指控，随后将指控录入州计算机系统以追踪案件。
The hearing also marks the date for the suspect’s right to a speedy trial.,听证会也会根据嫌疑人的权利，定下快速审判的日期。,该听证会也确定了嫌疑人获得快速审判的权利日期。
"Peter Costello, Australian treasurer and the man most likely to succeed Prime Minister John Howard as Liberal party leader has thrown his support behind a nuclear power industry in Australia.",澳大利亚财务部长、最有可能接替总理约翰·霍华德担任自由党领袖的彼得·科斯特洛，对澳大利亚的核电工业表示支持。,彼得·科斯特洛，澳大利亚财政部长，也是最有可能接替约翰·霍华德成为自由党领袖的人，已经将支持投向了澳大利亚的核能产业。
"Mr Costello said that when nuclear power generation becomes economically viable, Australia should pursue its use.",科斯特洛先生说，当核能发电在经济上有可行性的时候，澳大利亚应当推进核电的使用。,科斯特洛先生表示，当核电发电变得经济可行时，澳大利亚应该发展其使用。
"""If it becomes commercial, we should have it. That is, there's no in-principle objection to nuclear energy"" Mr Costello said.",“如果可以用于商业目的，我们就应该推广这种方式。也就是说，原则上不存在反对核能的理由。”科斯特洛先生说道。,如果它变成商业化了，我们就应该有。也就是说，原则上我们并不反对核能。科斯特洛先生说。
"According to Ansa, ""police were concerned by a couple of top-level hits they feared might spark a full-blown war of succession.",安莎通讯社表示：“警方对多起高层遇袭事件感到担忧，担心这类事件可能会引发一场全面继任战争。,根据安萨报道，“警方担忧几起重磅级事件，担心会引发全面继位战争。”
Police said Lo Piccolo had the upper hand because he had been Provenzano's right-hand man in Palermo and his greater experience won him the respect of the older generation of bosses as they pursued Provenzano's policy of keeping as low as possible while strengthening their power network.,警方表示，洛皮科洛之所以能占上风，是因为他曾是普罗文扎诺在巴勒莫的得力助手。他经验丰富，赢得了老一辈黑帮老大们的尊重，这些人奉行普罗文扎诺的政策，在增强帮派势力的同时，尽可能保持低调。,警方表示，洛皮科洛占据上风是因为他在巴勒莫是普罗文扎诺的得力助手，而且他的经验更丰富赢得了老一代老板的尊重，因为他们正遵循普罗文扎诺的政策，尽可能低调同时强化他们的权力网络。
"These bosses had been reined in by Provenzano when he put an end to the Riina-driven war against the state that claimed the lives of Mafia crusaders Giovanni Falcone and Paolo Borsellino in 1992.""",1992 年，普罗文扎诺（Provenzano）结束了由里亚纳发动的反政府的战争，这场战争夺去了黑手党十字军乔瓦尼·法尔科内（Giovanni Falcone）和保罗·博尔塞利诺（Paolo Borsellino）的生命，随后这些老大们就被他控制住了。“,这些老板曾被普罗文扎诺控制，在他结束里纳驱动的1992年针对国家的战争，导致黑手党圣战者吉安诺·法尔科内和保罗·博尔塞利诺丧生时。
Apple CEO Steve Jobs unveiled the device by walking onto the stage and taking the iPhone out of his jeans pocket.,苹果公司的首席执行官史蒂夫·乔布斯走上舞台，从他的牛仔裤口袋里掏出 iPhone，揭开了这款设备的神秘面纱。,苹果公司CEO史蒂夫·乔布斯走上舞台，从牛仔裤口袋里拿出iPhone揭幕了这款设备。
"During his 2 hour speech he stated that ""Today Apple is going to reinvent the phone, We are going to make history today"".",在他时长 2 小时的演讲中，他声称：“现在苹果要重新发明手机，我们现在要创造历史。”,在他的两个小时的演讲中他声称“今天苹果将重新发明手机，我们将创造历史”
"Brazil is the largest Roman Catholic country on Earth, and the Roman Catholic Church has consistently opposed the legalization of same-sex marriage in the country.",巴西是世界上最大的罗马天主教国家，而该国的罗马天主教会向来反对同性婚姻合法化。,巴西是地球上最大的罗马天主教国家，罗马天主教会在该国一直反对同性婚姻合法化。
"The National Congress of Brazil has debated legalization for 10 years, and such civil marriages are currently only legal in Rio Grande do Sul.",10 年来，巴西国民议会一直就其合法性进行讨论，目前这种民间婚姻只在南里奥格兰德 (Rio Grande do Sul) 是合法的。,巴西国会就合法化问题辩论了10年，目前这类公民婚姻仅在圣埃斯皮里图州合法。
"The original bill was drafted by former mayor of São Paulo, Marta Suplicy. The proposed legislation, after being amended, is now in the hands of Roberto Jefferson.",最初的法案由前圣保罗市长玛尔塔·苏普里希草拟。这项经过修改的立法提案，目前由罗伯托·杰斐逊负责。,原账单由圣保罗前市长玛尔塔·苏普利西起草，经过修订的拟议立法现由罗伯托·杰弗逊手中。
Protesters hope to collect a petition of 1.2 million signatures to present to the National Congress in November.,抗议者希望在请愿书上收集 120 万个签名，并在十一月提交给国民议会。,抗议者希望收集到120万签名，以便在11月向全国人大提交请愿书。
"After it became apparent that many families were seeking legal help to fight the evictions, a meeting was held on March 20 at the East Bay Community Law Center for the victims of the housing scam.",显然，很多家庭都在寻求法律帮助，以反对这种驱逐行为。为此，东湾社区法律中心于3月20日举行会议，帮助房屋诈骗的受害者。,在许多家庭寻求法律帮助反对驱逐成为明显后，为住房骗局的受害者于3月20日在东湾社区法律中心举行了会议。
"When the tenants started sharing what had occurred to them, most of the families involved suddenly realized that Carolyn Wilson of the OHA had stolen their security deposits, and skipped out of town.",房客们开始聊起身边趣闻，这时大部分涉事家庭突然意识到，OHA 的卡罗琳·威尔逊私吞了他们的押金，溜出城去了。,当租户们开始讲述他们所经历的事情时，大多数涉及的家庭突然意识到OHA的卡罗琳·威尔逊偷了他们的押金，并逃离了城市。
"Tenants at Lockwood Gardens believe that there may be another 40 families or more to face eviction, since they learned that OHA police are also investigating other public housing properties in Oakland that may be caught up in the housing scam.",Lockwood Gardens 的租户认为，可能还有 40户 甚至更多的家庭面临被驱逐的命运，因为他们了解到，奥克兰住房管理局的警察还在调查奥克兰其他可能陷入房屋骗局的公房。,锁木园区的房客们认为可能还有四十个或更多的家庭面临被驱逐，因为他们得知OHA警察也在调查奥克兰其他公共住房项目，这些项目可能卷入了住房诈骗。
"The band canceled the show at Maui's War Memorial Stadium, which was set to be attended by 9,000 people, and apologized to fans.",乐队取消了演出活动，并向粉丝们表示了歉意。该场演出原本应在毛伊岛战争纪念体育场举行，预计将有 9000 人参与其中。,乐队取消了在毛伊战争纪念体育场原定有9000人出席的演出，并向粉丝们道歉。
"The band's management company, HK Management Inc., gave no initial reason when they canceled on September 20, but blamed logistical reasons by the next day.",乐队的经纪公司是香港管理公司（HK management Inc.），该公司在 9 月 20 日最初取消演出活动时并未给出原因，转天却将之归咎于后勤保障原因。,乐队管理层公司HK Management Inc.在9月20日取消合作时未给出任何初步理由，但在第二天归咎于后勤问题。
"The famous Greek lawyers, Sakis Kechagioglou and George Nikolakopoulos have been imprisoned in the Athens' jail of Korydallus, as they were found guilty of graft and corruption.",希腊著名律师萨基斯·科查吉欧格鲁 (Sakis Kechagioglou) 和乔治·尼可拉考普洛斯 (George Nikolakopoulos) 因被判贪污和腐败被关押在雅典的 Korydallus 监狱。,著名的希腊律师萨基斯·凯查吉奥格卢和乔治·尼科拉科普洛斯因贪污腐败被定罪，已被关押在雅典科里达鲁斯监狱。
"As a result of this, a big scandal within the Greek legal community has been raised through the exposure of illegal actions that judges, lawyers, solicitors and attorneys have done during the previous years.",因此，随着法官、律师、法务官和检察官前几年的非法勾当曝光于世，在希腊法律界引发了一场大丑闻。,因此，通过揭露法官、律师、律师和律师在过去几年中所做的非法行为，希腊法律界内部引发了一场大丑闻。
"A few weeks ago, after the information published by the journalist Makis Triantafylopoulos in his popular Television show ""Zoungla"" in Alpha TV, the member of Parliament and lawyer, Petros Mantouvalos was abdicated as members of his office had been involved in illegal graft and corruption.",几周前，议员兼律师马基斯·特里安塔菲洛普洛斯在阿尔法电视台的热门电视节目《Zoungla》中公布了这一消息，随后彼得罗斯·曼图瓦洛斯因其办公室成员涉嫌非法贪污受贿而被革职。,几周前，在Alpha电视台热门电视节目《Zoungla》中，记者Makis Triantafylopoulos发布的信息显示，议员兼律师Petros Mantouvalos被免职，因为他办公室的成员涉及非法贪污腐败。
"Moreover, top judge Evangelos Kalousis is imprisoned as he found guilty of corruption and degenerate behaviour.",此外，最高法官埃万杰洛斯·卡卢西斯因腐败和堕落行为被判入狱。,此外，最高法官埃瓦格洛斯·卡拉乌西斯因腐败和堕落行为被判有罪并被监禁。
"Roberts flatly refused to say about when he believes life begins, an important question when considering the ethics of abortion, saying that it would be unethical to comment on the specifics of likely cases.",罗伯茨断然拒绝谈论生命从何时开始的问题。这是考虑堕胎伦理时的一个重要问题，他说，评论可能发生的案件细节是不道德的。,罗伯特断然拒绝谈论他认为生命何时开始，这是一个在考虑堕胎伦理时的重要问题，他说对可能发生的具体案例发表评论是不道德的。
"He did, however, reiterate his earlier statement that Roe v. Wade was the ""settled law of the land"", emphasizing the importance of consistent Supreme Court rulings.",然而，他重申了先前的声明，即罗伊诉韦德案（Roe v. Wade）是“美国的既定法律”，并强调最高法院作出一致性裁决的重要性。,他确实重申了早先的立场，即罗诉韦德案是“确立的法律”，并强调了最高法院裁决一致性的重要性。
He also confirmed that he believed in the implied right to privacy which the Roe decision depended upon.,他还确认，他赞成默示隐私权，而这默示隐私权是罗伊（Roe）案件的裁决依据。,他也证实了他相信罗诉韦德案所依据的隐含隐私权。
"Maroochydore had finished on top of the ladder, six points clear of Noosa in second.",马鲁基多尔 (Maroochydore) 已经遥遥领先，以六分的优势领先第二名的努沙 (Noosa)。,玛鲁奇多雷以领先优势结束比赛，领先第二名的诺瑟斯六分。
The two sides would meet in the major semi final where Noosa ran out winners by 11 points.,双方在主要的半决赛中较量。努萨以 11 分的优势获胜。,双方在半决赛相遇，诺瑟斯以11分优势获胜。
Maroochydore then defeated Caboolture in the Preliminary Final.,马鲁基多尔 (Maroochydore) 随后在预决赛中击败了卡布尔彻 (Caboolture)。,马卢奇多尔在半决赛中击败了考伯尔顿。
Hesperonychus elizabethae is a species of the family Dromaeosauridae and is a cousin of Velociraptor .,伊氏西爪龙属于驰龙科，是迅猛龙的表亲。,希帕龙鱼是驰龙科的一种，是迅猛龙的表亲。
"This fully feathered, warm blooded bird of prey was believed to have walked upright on two legs with claws like the Velociraptor.",据说，这种全身长满羽毛的温血猛禽像迅猛龙一样，用带爪子的两条腿直立行走。,这种全身覆盖羽毛的温血猛禽被认为像 velociraptor 一样用双足直立行走，并长有爪子。
"Its second claw was larger, giving rise to the name Hesperonychus which means ""western claw.""",它的第二只爪子要大一些，因此得名“赫斯佩罗龙”，意思是“西方的爪”。,它的第二根爪子更大，因此得名“赫斯珀隆尼克斯”，意为“西方之爪”。
"In addition to the crushing ice, extreme weather conditions have been hampering rescue efforts.",不只是碎冰，极端的天气状况也让救援工作困难重重。,除了砸碎冰块，极端天气状况一直在阻碍救援工作。
Pittman suggested that conditions wouldn't improve until sometime next week.,皮特曼认为天气情况要到下周才能改善。,派特曼建议情况要到下周某个时候才会好转。
"The amount and thickness of the pack ice, according to Pittman, is the worst it has been for sealers in the past 15 years.",皮特曼（Pittman）认为，这样的积冰的数量和厚度，是猎海豹船在过去 15 年以来遇到的最坏情况。,根据皮特曼的说法， pack ice的数量和厚度是过去15年来对捕海豹者来说最糟糕的。
News spread in the Red Lake community today as funerals for Jeff Weise and three of the nine victims were held that another student was arrested in connection with the school shootings of March 21.,今天红湖社区为杰夫·韦斯 (Jeff Weise) 和九名受害者中的三人举行葬礼时有消息称，另一名与 3 月 21 日校园枪击案有关的学生已被捕。,红湖社区今天传来消息，杰夫·韦斯和另外三名九名遇难者葬礼举行时，又一名学生因3月21日校园枪击案被逮捕。
Authorities said little officially beyond confirming today's arrest.,除了确认今天的逮捕外，官方几乎没有发布任何其他信息。,官方确认了今天的逮捕，但未作其他正式声明。
"However, a source with knowledge of the investigation told the Minneapolis Star-Tribune that it was Louis Jourdain, 16-year old son of Red Lake Tribal Chairman Floyd Jourdain.",不过，一位知情人士向《明尼阿波利斯星坛报》透露，凶手是红湖部落（Red Lake Tribal）主席弗洛伊德·乔丹（Floyd Jourdain）之子，16 岁的路易斯·乔丹（Louis Jourdain）。,然而一位了解调查的知情人士告诉明尼苏达星报那是红湖部落主席弗洛伊德·茹代16岁的儿子路易斯·茹代。
It is not known at this time what charges will be laid or what led authorities to the boy but juvenile proceedings have begun in federal court.,目前既不知道将会被指控何种罪名，也不知道当局是如何认定这个男孩有犯罪嫌疑的，但联邦法院已经开始进行少年犯诉讼程序。,目前尚不清楚将要对这名男孩提出什么指控，也不知道是什么原因导致当局找到他，但联邦法院已经开始审理此案的青少年程序。
Lodin also said officials decided to cancel the runoff in order to save Afghans the expense and security risk of another election.,洛丁（Lodin）还表示，官员们决定取消第二轮选举，是为了给阿富汗人节省再次选举的开支，同时避免选举的安全风险。,罗丁还说官员决定取消复选，以节省阿富汗人再次选举的费用和安全风险。
Diplomats said that they had found enough ambiguity in the Afghan constitution to determine the runoff as unnecessary.,外交官们表示在阿富汗宪法中发现了足够多的歧义，因此没有必要举办决胜选举。,外交官们表示，他们在阿富汗宪法中发现足够的模糊之处，认定补选是不必要的。
